wbsendit__Activity__c,ACTIVITY_DATE,ACTIVITY_REPORT,BOUNCE_REASON,Name,wbsendit__Campaign_ID__c,CITY,COMPOUND_KEY,wbsendit__Contact__c,COUNTRY_CODE,COUNTRY_NAME,CREATED_BY,EMAIL_ADDRESS,IP_ADDRESS,LAST_MODIFIED_BY,LEAD,LOCATION,OWNER,REGION,URL_CLICKED
Unsubscribed,2020-03-09T20:07:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100136&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 368,CM100136,Los Angeles,CM100136 user368@example.org 2025-04-17 14:05:19.397,A0368,US,United States,,user368@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/368
Opened,2020-03-19T05:29:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100141&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 416,CM100141,Houston,CM100141 user416@example.org 2025-04-17 14:05:19.397,A0416,US,United States,,user416@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/416
,2020-04-13T16:53:37.000Z,,,Campaign 432,CM100143,Phoenix,CM100143 user432@example.org 2025-04-17 14:05:19.397,A0432,US,United States,,user432@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/432
,2020-01-15T18:59:44.000Z,,,Campaign 464,CM100146,New York,CM100146 user464@example.org 2025-04-17 14:05:19.397,A0464,US,United States,,user464@example.org,,,,,,New York,http://mfbhope24.givesmart.com/464
Bounced,2020-02-11T02:00:01.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100148&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 480,CM100148,Houston,CM100148 user480@example.org 2025-04-17 14:05:19.397,A0480,US,United States,,user480@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/480
,2020-02-02T18:26:01.000Z,,,Campaign 512,CM100151,,CM100151 user512@example.org 2025-04-17 14:05:19.397,A0512,US,United States,,user512@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/512
Bounced,2020-02-29T03:53:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100154&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 544,CM100154,New York,CM100154 user544@example.org 2025-04-17 14:05:19.397,A0544,US,United States,,user544@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/544
,2020-01-09T11:02:30.000Z,,,Campaign 576,CM100157,Phoenix,CM100157 user576@example.org 2025-04-17 14:05:19.397,A0576,US,United States,,user576@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/576
Opened,2020-01-30T23:21:53.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100160&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 608,CM100160,Los Angeles,CM100160 user608@example.org 2025-04-17 14:05:19.397,A0608,US,United States,,user608@example.org,,,,,,California,http://mfbhope24.givesmart.com/608
,2020-02-09T03:06:32.000Z,,,Campaign 736,CM100173,Phoenix,CM100173 user736@example.org 2025-04-17 14:05:19.397,A0736,US,United States,,user736@example.org,,,,,,New York,http://mfbhope24.givesmart.com/736
Opened,2020-03-14T00:07:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100175&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 752,CM100175,New York,CM100175 user752@example.org 2025-04-17 14:05:19.397,A0752,US,United States,,user752@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/752
Unsubscribed,2020-01-30T21:47:29.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100176&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 768,CM100176,Phoenix,CM100176 user768@example.org 2025-04-17 14:05:19.397,A0768,US,United States,,user768@example.org,,,,,,,http://mfbhope24.givesmart.com/768
,2020-03-26T19:39:50.000Z,,,Campaign 784,CM100178,Houston,CM100178 user784@example.org 2025-04-17 14:05:19.397,A0784,US,United States,,user784@example.org,,,,,,,http://mfbhope24.givesmart.com/784
Opened,2020-04-02T16:31:54.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100160&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 606,CM100160,Chicago,CM100160 user606@example.org 2025-04-17 14:05:19.397,A0606,US,United States,,user606@example.org,,,,,,,http://mfbhope24.givesmart.com/606
Clicked,2020-01-16T09:50:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100164&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 64,CM100164,Phoenix,CM100164 user64@example.org 2025-04-17 14:05:19.397,A0064,US,United States,,user64@example.org,,,,,,California,http://mfbhope24.givesmart.com/64
Unsubscribed,2020-03-25T19:45:50.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100180&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 80,CM100180,Phoenix,CM100180 user80@example.org 2025-04-17 14:05:19.397,A0080,US,United States,,user80@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/80
Unsubscribed,2020-02-25T15:33:39.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100114&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 144,CM100114,Los Angeles,CM100114 user144@example.org 2025-04-17 14:05:19.397,A0144,US,United States,,user144@example.org,,,,,,New York,http://mfbhope24.givesmart.com/144
,2020-03-05T06:46:20.000Z,,,Campaign 400,CM100140,,CM100140 user400@example.org 2025-04-17 14:05:19.397,A0400,US,United States,,user400@example.org,,,,,,,http://mfbhope24.givesmart.com/400
Bounced,2020-02-02T18:50:23.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100165&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 656,CM100165,New York,CM100165 user656@example.org 2025-04-17 14:05:19.397,A0656,US,United States,,user656@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/656
Clicked,2020-03-06T19:09:15.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100167&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 672,CM100167,Chicago,CM100167 user672@example.org 2025-04-17 14:05:19.397,A0672,US,United States,,user672@example.org,,,,,,California,http://mfbhope24.givesmart.com/672
Unsubscribed,2020-01-30T04:19:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100135&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 352,CM100135,New York,CM100135 user352@example.org 2025-04-17 14:05:19.397,A0352,US,United States,,user352@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/352
Unsubscribed,2020-03-12T01:28:31.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100164&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 640,CM100164,Chicago,CM100164 user640@example.org 2025-04-17 14:05:19.397,A0640,US,United States,,user640@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/640
Unsubscribed,2020-01-15T14:39:08.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100180&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 800,CM100180,Phoenix,CM100180 user800@example.org 2025-04-17 14:05:19.397,A0800,US,United States,,user800@example.org,,,,,,California,http://mfbhope24.givesmart.com/800
,2020-01-25T15:04:30.000Z,,,Campaign 816,CM100181,New York,CM100181 user816@example.org 2025-04-17 14:05:19.397,A0816,US,United States,,user816@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/816
Bounced,2020-03-06T09:59:25.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100183&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 832,CM100183,Houston,CM100183 user832@example.org 2025-04-17 14:05:19.397,A0832,US,United States,,user832@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/832
,2020-03-01T03:52:48.000Z,,,Campaign 846,CM100184,Phoenix,CM100184 user846@example.org 2025-04-17 14:05:19.397,A0846,US,United States,,user846@example.org,,,,,,,http://mfbhope24.givesmart.com/846
Opened,2020-03-19T07:04:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100194&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 942,CM100194,,CM100194 user942@example.org 2025-04-17 14:05:19.397,A0942,US,United States,,user942@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/942
,2020-03-17T11:56:25.000Z,,,Campaign 958,CM100195,New York,CM100195 user958@example.org 2025-04-17 14:05:19.397,A0958,US,United States,,user958@example.org,,,,,,California,http://mfbhope24.givesmart.com/958
,2020-01-14T04:43:17.000Z,,,Campaign 990,CM100199,Chicago,CM100199 user990@example.org 2025-04-17 14:05:19.397,A0990,US,United States,,user990@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/990
,2020-04-05T07:52:03.000Z,,,Campaign 31,CM100131,,CM100131 user31@example.org 2025-04-17 14:05:19.397,A0031,US,United States,,user31@example.org,,,,,,California,http://mfbhope24.givesmart.com/31
Bounced,2020-03-10T07:09:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100163&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 63,CM100163,,CM100163 user63@example.org 2025-04-17 14:05:19.397,A0063,US,United States,,user63@example.org,,,,,,New York,http://mfbhope24.givesmart.com/63
Unsubscribed,2020-03-18T15:07:56.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100179&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 79,CM100179,New York,CM100179 user79@example.org 2025-04-17 14:05:19.397,A0079,US,United States,,user79@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/79
Opened,2020-04-09T16:40:38.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100114&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 143,CM100114,Los Angeles,CM100114 user143@example.org 2025-04-17 14:05:19.397,A0143,US,United States,,user143@example.org,,,,,,,http://mfbhope24.givesmart.com/143
Clicked,2020-01-07T19:24:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100115&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 159,CM100115,,CM100115 user159@example.org 2025-04-17 14:05:19.397,A0159,US,United States,,user159@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/159
,2020-04-18T00:11:20.000Z,,,Campaign 191,CM100119,Chicago,CM100119 user191@example.org 2025-04-17 14:05:19.397,A0191,US,United States,,user191@example.org,,,,,,New York,http://mfbhope24.givesmart.com/191
Unsubscribed,2020-03-28T08:29:02.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100120&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 207,CM100120,Phoenix,CM100120 user207@example.org 2025-04-17 14:05:19.397,A0207,US,United States,,user207@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/207
Opened,2020-03-07T10:41:36.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100123&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 239,CM100123,Chicago,CM100123 user239@example.org 2025-04-17 14:05:19.397,A0239,US,United States,,user239@example.org,,,,,,New York,http://mfbhope24.givesmart.com/239
Opened,2020-02-18T03:14:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100131&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 319,CM100131,Phoenix,CM100131 user319@example.org 2025-04-17 14:05:19.397,A0319,US,United States,,user319@example.org,,,,,,California,http://mfbhope24.givesmart.com/319
,2020-04-09T22:56:53.000Z,,,Campaign 351,CM100135,Phoenix,CM100135 user351@example.org 2025-04-17 14:05:19.397,A0351,US,United States,,user351@example.org,,,,,,,http://mfbhope24.givesmart.com/351
,2020-01-20T00:13:35.000Z,,,Campaign 367,CM100136,Los Angeles,CM100136 user367@example.org 2025-04-17 14:05:19.397,A0367,US,United States,,user367@example.org,,,,,,New York,http://mfbhope24.givesmart.com/367
Clicked,2020-03-12T13:00:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100141&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 415,CM100141,Los Angeles,CM100141 user415@example.org 2025-04-17 14:05:19.397,A0415,US,United States,,user415@example.org,,,,,,,http://mfbhope24.givesmart.com/415
Unsubscribed,2020-04-01T01:42:52.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100143&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 431,CM100143,Chicago,CM100143 user431@example.org 2025-04-17 14:05:19.397,A0431,US,United States,,user431@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/431
Unsubscribed,2020-02-08T22:24:25.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100144&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 447,CM100144,Phoenix,CM100144 user447@example.org 2025-04-17 14:05:19.397,A0447,US,United States,,user447@example.org,,,,,,New York,http://mfbhope24.givesmart.com/447
Clicked,2020-02-03T12:36:40.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100147&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 479,CM100147,Los Angeles,CM100147 user479@example.org 2025-04-17 14:05:19.397,A0479,US,United States,,user479@example.org,,,,,,,http://mfbhope24.givesmart.com/479
Clicked,2020-01-16T03:27:50.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100149&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 495,CM100149,,CM100149 user495@example.org 2025-04-17 14:05:19.397,A0495,US,United States,,user495@example.org,,,,,,California,http://mfbhope24.givesmart.com/495
Opened,2020-03-28T20:34:14.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100157&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 575,CM100157,,CM100157 user575@example.org 2025-04-17 14:05:19.397,A0575,US,United States,,user575@example.org,,,,,,New York,http://mfbhope24.givesmart.com/575
,2020-04-12T10:22:13.000Z,,,Campaign 591,CM100159,,CM100159 user591@example.org 2025-04-17 14:05:19.397,A0591,US,United States,,user591@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/591
Bounced,2020-02-29T22:09:37.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100163&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 639,CM100163,,CM100163 user639@example.org 2025-04-17 14:05:19.397,A0639,US,United States,,user639@example.org,,,,,,,http://mfbhope24.givesmart.com/639
Bounced,2020-01-16T12:58:33.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100165&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 655,CM100165,Phoenix,CM100165 user655@example.org 2025-04-17 14:05:19.397,A0655,US,United States,,user655@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/655
Bounced,2020-01-04T06:48:40.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100167&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 671,CM100167,New York,CM100167 user671@example.org 2025-04-17 14:05:19.397,A0671,US,United States,,user671@example.org,,,,,,New York,http://mfbhope24.givesmart.com/671
Clicked,2020-04-19T08:49:08.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100168&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 687,CM100168,Phoenix,CM100168 user687@example.org 2025-04-17 14:05:19.397,A0687,US,United States,,user687@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/687
Unsubscribed,2020-03-06T12:41:31.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100188&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 880,CM100188,Chicago,CM100188 user880@example.org 2025-04-17 14:05:19.397,A0880,US,United States,,user880@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/880
Opened,2020-03-13T17:06:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100152&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 52,CM100152,Phoenix,CM100152 user52@example.org 2025-04-17 14:05:19.397,A0052,US,United States,,user52@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/52
Bounced,2020-04-21T16:35:44.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100168&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 68,CM100168,,CM100168 user68@example.org 2025-04-17 14:05:19.397,A0068,US,United States,,user68@example.org,,,,,,California,http://mfbhope24.givesmart.com/68
Unsubscribed,2020-01-05T08:58:48.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100184&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 84,CM100184,Phoenix,CM100184 user84@example.org 2025-04-17 14:05:19.397,A0084,US,United States,,user84@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/84
Unsubscribed,2020-02-12T13:13:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100114&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 148,CM100114,Los Angeles,CM100114 user148@example.org 2025-04-17 14:05:19.397,A0148,US,United States,,user148@example.org,,,,,,New York,http://mfbhope24.givesmart.com/148
Unsubscribed,2020-04-01T05:00:02.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100122&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 228,CM100122,Chicago,CM100122 user228@example.org 2025-04-17 14:05:19.397,A0228,US,United States,,user228@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/228
Opened,2020-04-04T00:52:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100130&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 308,CM100130,New York,CM100130 user308@example.org 2025-04-17 14:05:19.397,A0308,US,United States,,user308@example.org,,,,,,California,http://mfbhope24.givesmart.com/308
Opened,2020-03-01T18:30:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100137&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 372,CM100137,Chicago,CM100137 user372@example.org 2025-04-17 14:05:19.397,A0372,US,United States,,user372@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/372
Bounced,2020-03-25T04:45:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100140&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 404,CM100140,Phoenix,CM100140 user404@example.org 2025-04-17 14:05:19.397,A0404,US,United States,,user404@example.org,,,,,,California,http://mfbhope24.givesmart.com/404
Clicked,2020-02-17T05:02:44.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100148&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 484,CM100148,Chicago,CM100148 user484@example.org 2025-04-17 14:05:19.397,A0484,US,United States,,user484@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/484
Unsubscribed,2020-01-07T23:36:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100151&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 516,CM100151,New York,CM100151 user516@example.org 2025-04-17 14:05:19.397,A0516,US,United States,,user516@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/516
Unsubscribed,2020-02-13T15:12:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100154&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 548,CM100154,,CM100154 user548@example.org 2025-04-17 14:05:19.397,A0548,US,United States,,user548@example.org,,,,,,New York,http://mfbhope24.givesmart.com/548
Clicked,2020-03-07T07:57:50.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100156&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 564,CM100156,New York,CM100156 user564@example.org 2025-04-17 14:05:19.397,A0564,US,United States,,user564@example.org,,,,,,New York,http://mfbhope24.givesmart.com/564
Clicked,2020-04-16T01:09:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100162&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 628,CM100162,Phoenix,CM100162 user628@example.org 2025-04-17 14:05:19.397,A0628,US,United States,,user628@example.org,,,,,,California,http://mfbhope24.givesmart.com/628
Unsubscribed,2020-04-12T02:28:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100171&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 719,CM100171,Houston,CM100171 user719@example.org 2025-04-17 14:05:19.397,A0719,US,United States,,user719@example.org,,,,,,California,http://mfbhope24.givesmart.com/719
