PERC_OPENED,CAMPAIGN_ID,CAMPAIGN_NAME,CLIENT,CLIENT_NAME,CREATED_BY,FROM_EMAIL,FROM_NAME,JOB_ID,LAST_BOUNCED_COUNT,LAST_CLICK_COUNT,LAST_MODIFIED_BY,LAST_OPEN_COUNT,LAST_SYNCED,LAST_UNSUBSCRIBE_COUNT,NUM_BOUNCED,NUM_CLICKS,NUM_FORWARDS,NUM_LIKES,NUM_MENTIONS,NUM_OPENS,NUM_RECIPIENTS,NUM_SPAM_COMPLAINTS,NUM_UNIQUE_OPENS,NUM_UNSUBSCRIBED,OWNER,REPLY_TO,SALESFORCE_CAMPAIGN,SENT_DATE,SUBJECT,TAGS,TOTAL_RECIPIENTS,WEB_VERSION_TEXT_URL,WEB_VERSION_URL,WORLD_VIEW_EMAIL_TRACKING
14.88,CM100155,Campaign 557,Client_557,Client Name 557,user557@midwest.org,user557@midwestfood.org,Team 557,,4,640,user557@midwist.org,,,6,19,266,,7,5,1001,1426,3,858,5,,,,2020-02-05T23:03:40.000Z,Sample Subject 557,,7,http://createsend.com/texturl/557,http://createsend.com/url/557,https://midwestfoodbank.org/email_tracking/557
25.59,CM100158,Campaign 589,Client_589,Client Name 589,user589@midwest.org,user589@midwestfood.org,Team 589,,3,134,user589@midwist.org,,,3,8,501,,14,1,1379,1468,2,932,9,,,,2020-04-10T12:20:55.000Z,Sample Subject 589,,65,http://createsend.com/texturl/589,http://createsend.com/url/589,https://midwestfoodbank.org/email_tracking/589
47.27,CM100160,Campaign 605,Client_605,Client Name 605,user605@midwest.org,user605@midwestfood.org,Team 605,,5,762,user605@midwist.org,,,10,13,220,,8,10,1267,1360,5,241,2,,,,2020-02-18T23:02:11.000Z,Sample Subject 605,,44,http://createsend.com/texturl/605,http://createsend.com/url/605,https://midwestfoodbank.org/email_tracking/605
22.25,CM100163,Campaign 637,Client_637,Client Name 637,user637@midwest.org,user637@midwestfood.org,Team 637,,3,273,user637@midwist.org,,,0,6,566,,8,8,787,1361,2,409,5,,,,2020-02-14T11:39:13.000Z,Sample Subject 637,,62,http://createsend.com/texturl/637,http://createsend.com/url/637,https://midwestfoodbank.org/email_tracking/637
39.46,CM100170,Campaign 701,Client_701,Client Name 701,user701@midwest.org,user701@midwestfood.org,Team 701,,3,416,user701@midwist.org,,,8,12,401,,8,8,1495,1033,3,928,1,,,,2020-01-18T22:00:59.000Z,Sample Subject 701,,14,http://createsend.com/texturl/701,http://createsend.com/url/701,https://midwestfoodbank.org/email_tracking/701
40.76,CM100171,Campaign 717,Client_717,Client Name 717,user717@midwest.org,user717@midwestfood.org,Team 717,,2,434,user717@midwist.org,,,0,12,400,,7,7,1285,1434,1,578,3,,,,2020-01-21T06:40:46.000Z,Sample Subject 717,,73,http://createsend.com/texturl/717,http://createsend.com/url/717,https://midwestfoodbank.org/email_tracking/717
13.98,CM100178,Campaign 781,Client_781,Client Name 781,user781@midwest.org,user781@midwestfood.org,Team 781,,4,301,user781@midwist.org,,,1,4,541,,11,9,662,1162,2,647,6,,,,2020-04-12T07:35:52.000Z,Sample Subject 781,,78,http://createsend.com/texturl/781,http://createsend.com/url/781,https://midwestfoodbank.org/email_tracking/781
43.56,CM100179,Campaign 797,Client_797,Client Name 797,user797@midwest.org,user797@midwestfood.org,Team 797,,2,639,user797@midwist.org,,,9,4,237,,13,6,664,1054,1,267,6,,,,2020-01-10T00:16:51.000Z,Sample Subject 797,,63,http://createsend.com/texturl/797,http://createsend.com/url/797,https://midwestfoodbank.org/email_tracking/797
35.97,CM100181,Campaign 813,Client_813,Client Name 813,user813@midwest.org,user813@midwestfood.org,Team 813,,3,224,user813@midwist.org,,,2,11,536,,15,1,1431,1218,5,352,2,,,,2020-01-11T18:54:06.000Z,Sample Subject 813,,91,http://createsend.com/texturl/813,http://createsend.com/url/813,https://midwestfoodbank.org/email_tracking/813
46.63,CM100182,Campaign 829,Client_829,Client Name 829,user829@midwest.org,user829@midwestfood.org,Team 829,,2,263,user829@midwist.org,,,4,17,102,,3,4,756,1090,3,412,0,,,,2020-02-04T04:48:42.000Z,Sample Subject 829,,33,http://createsend.com/texturl/829,http://createsend.com/url/829,https://midwestfoodbank.org/email_tracking/829
13.82,CM100186,Campaign 861,Client_861,Client Name 861,user861@midwest.org,user861@midwestfood.org,Team 861,,1,776,user861@midwist.org,,,3,18,671,,7,7,1486,1153,3,456,3,,,,2020-03-20T07:21:39.000Z,Sample Subject 861,,24,http://createsend.com/texturl/861,http://createsend.com/url/861,https://midwestfoodbank.org/email_tracking/861
44.04,CM100146,Campaign 464,Client_464,Client Name 464,user464@midwest.org,user464@midwestfood.org,Team 464,,3,765,user464@midwist.org,,,6,11,393,,12,4,737,1412,2,320,2,,,,2020-01-13T12:37:42.000Z,Sample Subject 464,,20,http://createsend.com/texturl/464,http://createsend.com/url/464,https://midwestfoodbank.org/email_tracking/464
27.42,CM100151,Campaign 512,Client_512,Client Name 512,user512@midwest.org,user512@midwestfood.org,Team 512,,3,495,user512@midwist.org,,,0,5,283,,5,1,1129,1470,0,731,3,,,,2020-04-06T06:02:52.000Z,Sample Subject 512,,98,http://createsend.com/texturl/512,http://createsend.com/url/512,https://midwestfoodbank.org/email_tracking/512
23.61,CM100114,Campaign 14,Client_14,Client Name 14,user14@midwest.org,user14@midwestfood.org,Team 14,,4,501,user14@midwist.org,,,3,20,622,,10,1,1221,1497,2,358,2,,,,2020-01-31T21:06:50.000Z,Sample Subject 14,,11,http://createsend.com/texturl/14,http://createsend.com/url/14,https://midwestfoodbank.org/email_tracking/14
43.14,CM100117,Campaign 173,Client_173,Client Name 173,user173@midwest.org,user173@midwestfood.org,Team 173,,4,268,user173@midwist.org,,,0,10,216,,15,9,605,1282,1,450,9,,,,2020-03-04T14:04:42.000Z,Sample Subject 173,,14,http://createsend.com/texturl/173,http://createsend.com/url/173,https://midwestfoodbank.org/email_tracking/173
16.21,CM100117,Campaign 176,Client_176,Client Name 176,user176@midwest.org,user176@midwestfood.org,Team 176,,5,658,user176@midwist.org,,,4,5,451,,20,8,1372,1234,4,248,2,,,,2020-03-02T14:59:36.000Z,Sample Subject 176,,97,http://createsend.com/texturl/176,http://createsend.com/url/176,https://midwestfoodbank.org/email_tracking/176
16.79,CM100128,Campaign 288,Client_288,Client Name 288,user288@midwest.org,user288@midwestfood.org,Team 288,,4,280,user288@midwist.org,,,5,3,253,,16,8,825,1103,5,531,3,,,,2020-02-14T07:40:34.000Z,Sample Subject 288,,39,http://createsend.com/texturl/288,http://createsend.com/url/288,https://midwestfoodbank.org/email_tracking/288
20.72,CM100152,Campaign 525,Client_525,Client Name 525,user525@midwest.org,user525@midwestfood.org,Team 525,,1,576,user525@midwist.org,,,9,8,204,,16,3,808,1022,2,496,5,,,,2020-01-21T01:22:48.000Z,Sample Subject 525,,8,http://createsend.com/texturl/525,http://createsend.com/url/525,https://midwestfoodbank.org/email_tracking/525
17.43,CM100148,Campaign 480,Client_480,Client Name 480,user480@midwest.org,user480@midwestfood.org,Team 480,,1,222,user480@midwist.org,,,8,14,194,,4,6,1010,1090,5,772,4,,,,2020-04-11T05:05:38.000Z,Sample Subject 480,,99,http://createsend.com/texturl/480,http://createsend.com/url/480,https://midwestfoodbank.org/email_tracking/480
32.41,CM100152,Campaign 528,Client_528,Client Name 528,user528@midwest.org,user528@midwestfood.org,Team 528,,2,58,user528@midwist.org,,,2,8,579,,16,10,898,1441,4,934,4,,,,2020-01-04T14:28:34.000Z,Sample Subject 528,,25,http://createsend.com/texturl/528,http://createsend.com/url/528,https://midwestfoodbank.org/email_tracking/528
18.57,CM100154,Campaign 544,Client_544,Client Name 544,user544@midwest.org,user544@midwestfood.org,Team 544,,4,155,user544@midwist.org,,,8,10,391,,12,5,716,1375,1,236,9,,,,2020-01-30T20:02:08.000Z,Sample Subject 544,,96,http://createsend.com/texturl/544,http://createsend.com/url/544,https://midwestfoodbank.org/email_tracking/544
14.7,CM100157,Campaign 576,Client_576,Client Name 576,user576@midwest.org,user576@midwestfood.org,Team 576,,4,77,user576@midwist.org,,,8,9,441,,5,10,702,1253,5,415,3,,,,2020-01-15T07:23:39.000Z,Sample Subject 576,,80,http://createsend.com/texturl/576,http://createsend.com/url/576,https://midwestfoodbank.org/email_tracking/576
10.66,CM100168,Campaign 688,Client_688,Client Name 688,user688@midwest.org,user688@midwestfood.org,Team 688,,1,159,user688@midwist.org,,,10,8,284,,11,1,949,1223,4,265,0,,,,2020-04-11T11:07:19.000Z,Sample Subject 688,,61,http://createsend.com/texturl/688,http://createsend.com/url/688,https://midwestfoodbank.org/email_tracking/688
22.92,CM100172,Campaign 720,Client_720,Client Name 720,user720@midwest.org,user720@midwestfood.org,Team 720,,4,235,user720@midwist.org,,,10,14,343,,20,9,1348,1128,4,575,9,,,,2020-02-20T08:42:31.000Z,Sample Subject 720,,23,http://createsend.com/texturl/720,http://createsend.com/url/720,https://midwestfoodbank.org/email_tracking/720
20.36,CM100173,Campaign 736,Client_736,Client Name 736,user736@midwest.org,user736@midwestfood.org,Team 736,,4,193,user736@midwist.org,,,3,3,121,,16,10,1377,1468,4,826,0,,,,2020-04-20T10:45:41.000Z,Sample Subject 736,,19,http://createsend.com/texturl/736,http://createsend.com/url/736,https://midwestfoodbank.org/email_tracking/736
23.3,CM100178,Campaign 784,Client_784,Client Name 784,user784@midwest.org,user784@midwestfood.org,Team 784,,1,246,user784@midwist.org,,,4,3,631,,20,6,1219,1033,5,848,8,,,,2020-03-03T05:25:16.000Z,Sample Subject 784,,25,http://createsend.com/texturl/784,http://createsend.com/url/784,https://midwestfoodbank.org/email_tracking/784
46.84,CM100146,Campaign 46,Client_46,Client Name 46,user46@midwest.org,user46@midwestfood.org,Team 46,,4,53,user46@midwist.org,,,6,14,347,,8,9,1026,1295,1,250,8,,,,2020-03-07T19:37:28.000Z,Sample Subject 46,,12,http://createsend.com/texturl/46,http://createsend.com/url/46,https://midwestfoodbank.org/email_tracking/46
17.72,CM100194,Campaign 94,Client_94,Client Name 94,user94@midwest.org,user94@midwestfood.org,Team 94,,2,335,user94@midwist.org,,,1,17,250,,4,7,1351,1350,1,476,0,,,,2020-04-08T03:58:24.000Z,Sample Subject 94,,91,http://createsend.com/texturl/94,http://createsend.com/url/94,https://midwestfoodbank.org/email_tracking/94
23.48,CM100111,Campaign 110,Client_110,Client Name 110,user110@midwest.org,user110@midwestfood.org,Team 110,,4,91,user110@midwist.org,,,0,6,359,,6,2,667,1162,5,731,1,,,,2020-02-20T23:34:40.000Z,Sample Subject 110,,59,http://createsend.com/texturl/110,http://createsend.com/url/110,https://midwestfoodbank.org/email_tracking/110
23.15,CM100112,Campaign 126,Client_126,Client Name 126,user126@midwest.org,user126@midwestfood.org,Team 126,,5,168,user126@midwist.org,,,6,3,512,,5,9,1418,1075,0,214,8,,,,2020-03-23T00:30:11.000Z,Sample Subject 126,,97,http://createsend.com/texturl/126,http://createsend.com/url/126,https://midwestfoodbank.org/email_tracking/126
45.19,CM100114,Campaign 142,Client_142,Client Name 142,user142@midwest.org,user142@midwestfood.org,Team 142,,5,358,user142@midwist.org,,,2,3,657,,15,1,945,1085,5,486,1,,,,2020-03-04T05:56:14.000Z,Sample Subject 142,,59,http://createsend.com/texturl/142,http://createsend.com/url/142,https://midwestfoodbank.org/email_tracking/142
49.34,CM100119,Campaign 190,Client_190,Client Name 190,user190@midwest.org,user190@midwestfood.org,Team 190,,2,364,user190@midwist.org,,,7,11,236,,5,7,1184,1482,2,936,4,,,,2020-04-05T20:04:13.000Z,Sample Subject 190,,40,http://createsend.com/texturl/190,http://createsend.com/url/190,https://midwestfoodbank.org/email_tracking/190
25.84,CM100120,Campaign 206,Client_206,Client Name 206,user206@midwest.org,user206@midwestfood.org,Team 206,,4,402,user206@midwist.org,,,7,12,363,,18,10,1468,1088,3,227,1,,,,2020-01-16T04:29:04.000Z,Sample Subject 206,,87,http://createsend.com/texturl/206,http://createsend.com/url/206,https://midwestfoodbank.org/email_tracking/206
21.66,CM100123,Campaign 238,Client_238,Client Name 238,user238@midwest.org,user238@midwestfood.org,Team 238,,3,312,user238@midwist.org,,,2,2,455,,17,4,1108,1320,3,632,9,,,,2020-04-01T21:58:32.000Z,Sample Subject 238,,84,http://createsend.com/texturl/238,http://createsend.com/url/238,https://midwestfoodbank.org/email_tracking/238
39.52,CM100127,Campaign 270,Client_270,Client Name 270,user270@midwest.org,user270@midwestfood.org,Team 270,,3,353,user270@midwist.org,,,4,19,150,,15,2,1443,1022,2,713,2,,,,2020-04-04T00:34:16.000Z,Sample Subject 270,,46,http://createsend.com/texturl/270,http://createsend.com/url/270,https://midwestfoodbank.org/email_tracking/270
36.82,CM100133,Campaign 334,Client_334,Client Name 334,user334@midwest.org,user334@midwestfood.org,Team 334,,3,618,user334@midwist.org,,,9,20,200,,17,2,678,1316,5,764,5,,,,2020-04-12T04:11:58.000Z,Sample Subject 334,,12,http://createsend.com/texturl/334,http://createsend.com/url/334,https://midwestfoodbank.org/email_tracking/334
37.2,CM100139,Campaign 398,Client_398,Client Name 398,user398@midwest.org,user398@midwestfood.org,Team 398,,3,462,user398@midwist.org,,,10,18,207,,20,2,1254,1234,3,201,7,,,,2020-01-17T07:05:03.000Z,Sample Subject 398,,72,http://createsend.com/texturl/398,http://createsend.com/url/398,https://midwestfoodbank.org/email_tracking/398
17.35,CM100141,Campaign 414,Client_414,Client Name 414,user414@midwest.org,user414@midwestfood.org,Team 414,,4,477,user414@midwist.org,,,6,5,219,,5,4,1363,1209,3,511,2,,,,2020-03-30T23:15:03.000Z,Sample Subject 414,,59,http://createsend.com/texturl/414,http://createsend.com/url/414,https://midwestfoodbank.org/email_tracking/414
10.64,CM100155,Campaign 55,Client_55,Client Name 55,user55@midwest.org,user55@midwestfood.org,Team 55,,5,114,user55@midwist.org,,,1,8,400,,16,10,1025,1177,0,697,1,,,,2020-02-04T05:13:54.000Z,Sample Subject 55,,37,http://createsend.com/texturl/55,http://createsend.com/url/55,https://midwestfoodbank.org/email_tracking/55
29.09,CM100171,Campaign 71,Client_71,Client Name 71,user71@midwest.org,user71@midwestfood.org,Team 71,,3,301,user71@midwist.org,,,1,2,339,,9,8,1042,1155,4,351,7,,,,2020-01-08T19:38:15.000Z,Sample Subject 71,,88,http://createsend.com/texturl/71,http://createsend.com/url/71,https://midwestfoodbank.org/email_tracking/71
35.28,CM100187,Campaign 87,Client_87,Client Name 87,user87@midwest.org,user87@midwestfood.org,Team 87,,3,537,user87@midwist.org,,,0,2,450,,8,6,1163,1199,3,347,4,,,,2020-02-17T04:16:14.000Z,Sample Subject 87,,94,http://createsend.com/texturl/87,http://createsend.com/url/87,https://midwestfoodbank.org/email_tracking/87
48.86,CM100110,Campaign 103,Client_103,Client Name 103,user103@midwest.org,user103@midwestfood.org,Team 103,,4,393,user103@midwist.org,,,0,20,105,,19,9,1034,1316,0,637,3,,,,2020-03-08T13:07:57.000Z,Sample Subject 103,,48,http://createsend.com/texturl/103,http://createsend.com/url/103,https://midwestfoodbank.org/email_tracking/103
18.96,CM100116,Campaign 167,Client_167,Client Name 167,user167@midwest.org,user167@midwestfood.org,Team 167,,1,581,user167@midwist.org,,,4,15,235,,9,3,804,1022,0,695,6,,,,2020-02-11T02:20:07.000Z,Sample Subject 167,,52,http://createsend.com/texturl/167,http://createsend.com/url/167,https://midwestfoodbank.org/email_tracking/167
11.59,CM100127,Campaign 279,Client_279,Client Name 279,user279@midwest.org,user279@midwestfood.org,Team 279,,5,750,user279@midwist.org,,,10,10,573,,16,3,1092,1082,4,997,5,,,,2020-02-24T07:10:31.000Z,Sample Subject 279,,77,http://createsend.com/texturl/279,http://createsend.com/url/279,https://midwestfoodbank.org/email_tracking/279
36.18,CM100129,Campaign 295,Client_295,Client Name 295,user295@midwest.org,user295@midwestfood.org,Team 295,,1,319,user295@midwist.org,,,5,14,107,,8,10,792,1388,0,209,2,,,,2020-02-13T11:50:39.000Z,Sample Subject 295,,88,http://createsend.com/texturl/295,http://createsend.com/url/295,https://midwestfoodbank.org/email_tracking/295
43.61,CM100134,Campaign 343,Client_343,Client Name 343,user343@midwest.org,user343@midwestfood.org,Team 343,,3,595,user343@midwist.org,,,7,10,326,,4,4,983,1393,0,519,5,,,,2020-04-16T06:02:48.000Z,Sample Subject 343,,60,http://createsend.com/texturl/343,http://createsend.com/url/343,https://midwestfoodbank.org/email_tracking/343
15.42,CM100135,Campaign 359,Client_359,Client Name 359,user359@midwest.org,user359@midwestfood.org,Team 359,,2,616,user359@midwist.org,,,10,18,602,,18,4,1235,1412,1,896,4,,,,2020-04-08T10:10:53.000Z,Sample Subject 359,,88,http://createsend.com/texturl/359,http://createsend.com/url/359,https://midwestfoodbank.org/email_tracking/359
35.44,CM100137,Campaign 375,Client_375,Client Name 375,user375@midwest.org,user375@midwestfood.org,Team 375,,2,105,user375@midwist.org,,,5,14,246,,19,3,1014,1101,0,674,4,,,,2020-01-16T11:10:56.000Z,Sample Subject 375,,47,http://createsend.com/texturl/375,http://createsend.com/url/375,https://midwestfoodbank.org/email_tracking/375
34.59,CM100142,Campaign 423,Client_423,Client Name 423,user423@midwest.org,user423@midwestfood.org,Team 423,,2,365,user423@midwist.org,,,4,16,261,,10,9,936,1427,1,338,6,,,,2020-04-18T07:29:00.000Z,Sample Subject 423,,77,http://createsend.com/texturl/423,http://createsend.com/url/423,https://midwestfoodbank.org/email_tracking/423
33.19,CM100146,Campaign 462,Client_462,Client Name 462,user462@midwest.org,user462@midwestfood.org,Team 462,,5,110,user462@midwist.org,,,4,7,495,,8,9,1339,1011,3,690,3,,,,2020-04-09T14:44:39.000Z,Sample Subject 462,,36,http://createsend.com/texturl/462,http://createsend.com/url/462,https://midwestfoodbank.org/email_tracking/462
13.12,CM100159,Campaign 590,Client_590,Client Name 590,user590@midwest.org,user590@midwestfood.org,Team 590,,3,62,user590@midwist.org,,,1,9,515,,11,2,900,1356,1,210,9,,,,2020-04-14T16:34:37.000Z,Sample Subject 590,,21,http://createsend.com/texturl/590,http://createsend.com/url/590,https://midwestfoodbank.org/email_tracking/590
46.41,CM100170,Campaign 702,Client_702,Client Name 702,user702@midwest.org,user702@midwestfood.org,Team 702,,5,360,user702@midwist.org,,,7,13,507,,15,9,1274,1390,2,562,0,,,,2020-01-09T18:52:01.000Z,Sample Subject 702,,14,http://createsend.com/texturl/702,http://createsend.com/url/702,https://midwestfoodbank.org/email_tracking/702
27.09,CM100171,Campaign 718,Client_718,Client Name 718,user718@midwest.org,user718@midwestfood.org,Team 718,,4,264,user718@midwist.org,,,1,6,236,,6,1,1235,1063,5,615,5,,,,2020-02-15T01:51:57.000Z,Sample Subject 718,,59,http://createsend.com/texturl/718,http://createsend.com/url/718,https://midwestfoodbank.org/email_tracking/718
16.8,CM100173,Campaign 734,Client_734,Client Name 734,user734@midwest.org,user734@midwestfood.org,Team 734,,4,638,user734@midwist.org,,,9,10,140,,5,10,1441,1461,2,831,1,,,,2020-02-11T20:22:12.000Z,Sample Subject 734,,59,http://createsend.com/texturl/734,http://createsend.com/url/734,https://midwestfoodbank.org/email_tracking/734
24.13,CM100175,Campaign 750,Client_750,Client Name 750,user750@midwest.org,user750@midwestfood.org,Team 750,,4,455,user750@midwist.org,,,9,6,340,,15,9,1441,1271,4,1000,4,,,,2020-01-27T16:23:00.000Z,Sample Subject 750,,11,http://createsend.com/texturl/750,http://createsend.com/url/750,https://midwestfoodbank.org/email_tracking/750
15.35,CM100176,Campaign 766,Client_766,Client Name 766,user766@midwest.org,user766@midwestfood.org,Team 766,,4,162,user766@midwist.org,,,5,6,395,,16,10,734,1329,5,490,2,,,,2020-03-07T15:34:06.000Z,Sample Subject 766,,73,http://createsend.com/texturl/766,http://createsend.com/url/766,https://midwestfoodbank.org/email_tracking/766
44.69,CM100179,Campaign 798,Client_798,Client Name 798,user798@midwest.org,user798@midwestfood.org,Team 798,,2,282,user798@midwist.org,,,7,6,346,,10,1,1413,1182,0,676,2,,,,2020-02-06T22:47:11.000Z,Sample Subject 798,,20,http://createsend.com/texturl/798,http://createsend.com/url/798,https://midwestfoodbank.org/email_tracking/798
44.72,CM100181,Campaign 814,Client_814,Client Name 814,user814@midwest.org,user814@midwestfood.org,Team 814,,5,395,user814@midwist.org,,,5,2,220,,12,1,1025,1389,5,385,2,,,,2020-02-07T01:25:28.000Z,Sample Subject 814,,39,http://createsend.com/texturl/814,http://createsend.com/url/814,https://midwestfoodbank.org/email_tracking/814
47.52,CM100186,Campaign 862,Client_862,Client Name 862,user862@midwest.org,user862@midwestfood.org,Team 862,,2,281,user862@midwist.org,,,7,2,270,,17,4,1109,1268,5,691,5,,,,2020-02-06T21:41:13.000Z,Sample Subject 862,,45,http://createsend.com/texturl/862,http://createsend.com/url/862,https://midwestfoodbank.org/email_tracking/862
