ID,ACCOUNT_NAME,ACTIVE_VOLUNTEER,ALTERNATE_EMAIL,BIRTHDATE,CONTACT_RECORD_TYPE,CORE_VOLUNTEER,CORE_VOLUNTEER_2,DATA_QUALITY_DESCRIPTION,DATA_QUALITY_SCORE,DECEASED,DIVISION,DO_NOT_CALL,DO_NOT_CONTACT,DO_NOT_SEND_MAIL,EMAIL,EMAIL_OPT_OUT,EXCL_HH_FORMAL_GREETING,EXCL_HH_INFORMAL_GREETING,EXCL_FROM_HH_NAME,FIRST_GIFT_DATE,FIRST_SOFT_CREDIT_AMOUNT,FIRST_SOFT_CREDIT_DATE,FIRST_VOLUNTEER_DATE,goldenapp__Gender__c,GOLDEN_VOLUNTEER_HOURS_YTD,GROUP_NAME,HOME_ADDRESS,HOME_PHONE,HOUSEHOLD_MAILING_ADDRESS,HOUSEHOLD_PHONE,INITIAL_DATE_WORKED,LARGEST_GIFT,LARGEST_SOFT_CREDIT_AMOUNT,LARGEST_SOFT_CREDIT_DATE,LAST_GIFT_AMOUNT,npo02__LastCloseDate__c,LAST_HOUSEHOLD_GIFT_DATE,LAST_SOFT_CREDIT_AMOUNT,LAST_SOFT_CREDIT_DATE,LAST_VOLUNTEER_DATE,MOBILE_PHONE_TEXT,NAME,SALUTATION,FIRST_NAME,LAST_NAME,MIDDLE_NAME,SUFFIX,NO_EMAIL_REASON,NO_MAIL_REASON,NUMBER_OF_GIFTS_LAST_N_DAYS,NUMBER_OF_GIFTS_LAST_YEAR,NUMBER_OF_GIFTS_THIS_YEAR,NUMBER_OF_GIFTS_TWO_YEARS_AGO,NUMBER_OF_SOFT_CREDITS,NUMBER_OF_SOFT_CREDITS_LAST_N_DAYS,NUMBER_OF_SOFT_CREDITS_LAST_YEAR,NUMBER_OF_SOFT_CREDITS_THIS_YEAR,NUMBER_OF_SOFT_CREDITS_TWO_YEARS_AGO,ORGANIZATION_TYPE,PERSONAL_EMAIL,PHONE,PREFERRED_EMAIL,PREFERRED_PHONE,PRIMARY_ADDRESS_TYPE,PRIMARY_CONTACT,PRIMARY_PHONE,SEND_ME_MORE_ABOUT_MIDWEST_FOOD_BANK,SMALLEST_GIFT,SOFT_CREDIT_LAST_N_DAYS,SOFT_CREDIT_LAST_YEAR,SOFT_CREDIT_THIS_YEAR,SOFT_CREDIT_TOTAL,SOFT_CREDIT_TWO_YEARS_AGO,SUBSCRIPTION_ARIZONA,SUBSCRIPTION_BLOOMINGTON,SUBSCRIPTION_CENTRAL,SUBSCRIPTION_EAST_AFRICA,SUBSCRIPTION_ENEWS,SUBSCRIPTION_FLORIDA,SUBSCRIPTION_GEORGIA,SUBSCRIPTION_HAITI,SUBSCRIPTION_INDIANA,SUBSCRIPTION_MORTON,SUBSCRIPTION_NEW_ENGLAND,SUBSCRIPTION_PENNSYLVANIA,SUBSCRIPTION_PEORIA,SUBSCRIPTION_PRINT_NEWSLETTER,SUBSCRIPTION_TEXAS,npo02__TotalOppAmount__c,TOTAL_GIFTS_LAST_N_DAYS,TOTAL_GIFTS_LAST_YEAR,TOTAL_GIFTS_THIS_YEAR,TOTAL_GIFTS_TWO_YEARS_AGO,TOTAL_HOUSEHOLD_GIFTS,TOTAL_HOUSEHOLD_GIFTS_LAST_YEAR,TOTAL_HOUSEHOLD_GIFTS_THIS_YEAR,TOTAL_NUMBER_OF_GIFTS,UNIQUE_PERSON_ID,VOLUNTEER_HOURS,VOLUNTEER_HOURS_2,VOLUNTEER_HOURS_COMBINED,VOLUNTEER_HOURS_VALUE,VOLUNTEER_HOURS_YTD,VOLUNTEER_HOURS_YTD_2,VOLUNTEER_HOURS_YTD_COMBINED,VOLUNTEERID,WORK_ADDRESS,WORK_EMAIL,WORK_PHONE,WORK_PHONE_TEXT,ZIP_CODE
A0400,Account400,True,alt_user400@example.com,11/9/1990,,True,FLF,"Missing: Job Title, Salutation",52.0,True,,True,True,False,user400@example.com,True,True,True,True,12/12/2024,565.06,12/15/2024,3/20/2021,Female,25.99,Group_400,"5415 Pine St, Seattle, AZ 86571, USA",972-240-5621,"5415 Pine St, Seattle, AZ 86571, USA",972-240-5621,4/24/2017,0.0,1023.15,12/25/2021,408.95,12/29/2023,9/13/2021,1726.61,1/24/2022,3/24/2024,930-420-8670,Name_400,,FirstName_400,LastName_400,,,,,2,0,7,3,7,7,5,8,3,Household Account,Individual,938-219-2851,Personal,Personal,Work,True,976-570-3829,True,32,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,746.92,473.69,12.95,2437.18,11.24,1396.52,9.55,178.41,50.1,user388703@yahoo.com%31586%1908%,140.93,90.13,258.89,751.06,117.02,70.49,299.05,LTI0MDU1ND,"401 Maple St, Orlando, CO 10103, USA",sdm26kbyxv@example.com,509-902-4688,431-289-3203,28802
A0416,Account416,True,alt_user416@example.com,2/18/1984,Golden,True,COR,All Contact Details Captured,40.9,False,INI,False,False,True,user416@example.com,True,False,False,True,3/3/2015,1258.73,8/25/2024,11/6/2025,Female,39.45,Group_416,"692 Cedar St, , FL 50872, USA",214-833-3467,"692 Cedar St, , FL 50872, USA",214-833-3467,4/8/2018,647.14,1692.72,4/1/2023,435.62,1/6/2021,12/29/2022,53.46,1/31/2020,11/30/2022,843-886-4774,Name_416,,FirstName_416,LastName_416,,,,,3,4,10,7,2,0,2,3,0,Household Account,Individual,946-333-4490,Personal,Personal,Home,True,721-823-7458,False,30,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1738.98,865.53,1494.09,49.63,2731.56,256.16,1356.3,1792.01,39.22,user717785@yahoo.com%67480%7973%,199.78,8.93,119.03,342.72,31.99,121.91,127.84,NDKYMZE5NZ,"7174 Lake St, Denver, TX 97086, USA",rckkhyrz4h@example.com,636-793-6397,653-649-2006,12521
A0432,Account432,True,alt_user432@example.com,9/1/1976,Golden,True,COR,All Contact Details Captured,43.5,True,ILM,True,True,False,user432@example.com,True,True,True,False,1/21/2010,1920.13,10/5/2022,1/2/2020,Female,10.55,Group_432,"7360 Maple St, Seattle, TX 36581, USA",804-840-1070,"7360 Maple St, Seattle, TX 36581, USA",804-840-1070,5/1/2013,1561.85,347.46,4/29/2019,798.38,10/8/2022,11/21/2020,375.93,10/30/2019,5/28/2022,388-215-4219,Name_432,,FirstName_432,LastName_432,,,,,6,6,4,8,5,8,1,9,10,Household Account,Individual,525-898-7022,Personal,Work,,True,491-503-1748,False,34,,,,,,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,2221.04,264.05,1291.15,2166.41,42.46,3359.57,175.37,927.38,50.86,user214945@yahoo.com%24432%9550%,74.4,70.32,141.58,397.72,108.04,114.37,41.53,LTEZMZCZNJ,"9011 Main St, Chicago, FL 10785, USA",nyce0p7ydj@example.com,170-944-8259,665-145-7983,72406
A0464,Account464,True,alt_user464@example.com,1/1/1992,Golden,True,,"Missing: Job Title, Salutation",53.9,True,PAH,True,True,True,user464@example.com,True,True,False,True,1/22/2014,1649.05,12/26/2023,4/12/2024,Female,15.33,Group_464,"441 Lake St, , CO 26712, USA",239-767-5363,"441 Lake St, , CO 26712, USA",239-767-5363,3/21/2012,767.13,717.09,2/8/2020,1701.8,4/24/2021,1/24/2022,0.0,11/20/2017,7/9/2018,614-298-4773,Name_464,,FirstName_464,LastName_464,,,No Email Requested,,2,4,9,3,6,0,4,6,10,Household Account,Individual,143-562-6222,Personal,Personal,Work,True,773-210-5389,False,10,,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,3706.27,238.16,1646.96,416.97,473.1,1656.76,567.35,1371.48,13.58,user359350@yahoo.com%69198%5674%,89.22,81.78,200.51,74.06,37.63,114.68,173.02,NJQ3NDYYOD,"6341 Lake St, Denver, TX 61043, USA",9iga4vwqbu@example.com,678-733-4739,942-141-4145,63180
A0480,Account480,True,alt_user480@example.com,1/24/1956,Golden,True,,All Contact Details Captured,45.1,False,NFC,False,True,True,user480@example.com,True,True,False,True,5/25/2017,583.4,9/4/2017,11/22/2020,Unspecified,41.81,Group_480,"5093 View St, Denver, CO 12574, USA",442-220-8197,"5093 View St, Denver, CO 12574, USA",442-220-8197,1/25/2015,138.56,279.31,1/3/2019,1541.47,10/29/2022,9/11/2023,1966.51,11/2/2019,6/25/2018,943-798-9694,Name_480,,FirstName_480,LastName_480,,,,,4,2,4,2,10,6,7,3,5,Household Account,Individual,810-145-1345,Personal,Work,Work,True,242-841-3127,False,22,,,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,652.58,392.22,837.61,364.85,2554.33,123.08,557.29,111.76,83.32,user230565@yahoo.com%58189%4401%,3.46,95.23,7.2,4.77,59.5,62.28,113.63,LTU3NJCYNZ,"8920 Hill St, Chicago, FL 12172, USA",zlwhiq35ux@example.com,556-461-3738,836-480-8837,56159
A0512,Account512,True,alt_user512@example.com,7/14/1971,Golden,True,ILB,"Missing: Phone, Job Title, Salutation",58.6,False,FLF,False,True,True,user512@example.com,True,True,True,True,9/3/2020,950.93,2/12/2010,1/22/2021,Female,22.96,,"6129 Hill St, Austin, WA 90696, USA",233-653-3283,"6129 Hill St, Austin, WA 90696, USA",233-653-3283,9/10/2016,1282.08,371.72,5/22/2017,1590.84,12/1/2021,8/27/2022,171.13,,9/18/2021,706-330-7165,Name_512,,FirstName_512,LastName_512,,,,Address Unknown,10,10,3,7,1,6,0,3,4,Household Account,Individual,955-336-6323,Personal,Work,,True,994-466-2059,True,18,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2685.2,331.84,1409.13,2608.0,2472.23,2034.66,524.61,97.91,82.75,user853325@yahoo.com%31790%9311%,19.5,148.71,236.05,301.05,89.69,39.45,264.14,LTUZODI5NT,"2951 Elm St, Seattle, CO 89068, USA",4ehxlbjpnm@example.com,129-794-7114,259-231-1140,20517
A0528,Account528,False,alt_user528@example.com,1/3/1994,Golden,False,ILM,"Missing: Job Title, Salutation",29.6,True,FLF,True,True,True,user528@example.com,True,True,True,True,9/5/2010,212.41,3/13/2013,5/18/2020,Unspecified,23.58,Group_528,"3013 Cedar St, Seattle, MA 27896, USA",681-845-5501,"3013 Cedar St, Seattle, MA 27896, USA",681-845-5501,5/11/2022,1529.55,1787.75,3/14/2022,635.48,12/6/2023,6/9/2018,566.75,3/14/2017,7/10/2019,496-318-1342,Name_528,,FirstName_528,LastName_528,,,,,0,4,1,4,0,8,10,9,6,Household Account,Individual,998-874-7259,Personal,Home,Work,True,224-667-9165,False,37,,,,,,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,1356.82,2.14,49.39,884.27,1724.03,2997.28,902.94,1677.43,46.89,user842447@yahoo.com%92241%8276%,159.97,180.22,174.21,957.64,88.72,26.93,250.6,LTG2MDM4MT,"8299 View St, Austin, WA 62673, USA",wqzietocsh@example.com,113-674-2989,899-795-8824,72614
A0544,Account544,False,alt_user544@example.com,2/17/1988,Golden,False,ILB,"Missing: Phone, Email, Job Title, Salutation",44.3,True,,True,True,True,user544@example.com,True,True,False,True,8/8/2012,1860.75,12/13/2022,6/7/2025,Female,,Group_544,"6088 Pine St, Austin, FL 67135, USA",416-531-4241,"6088 Pine St, Austin, FL 67135, USA",416-531-4241,12/26/2021,530.46,522.97,12/27/2019,103.73,1/11/2022,5/14/2022,1405.34,,5/3/2021,714-711-7600,Name_544,,FirstName_544,LastName_544,,,No Email Requested,Address Unknown,6,10,10,3,2,5,3,9,9,Household Account,Individual,526-602-3581,Personal,Work,Home,True,131-269-1449,False,26,,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2817.31,970.63,1855.62,668.77,2341.09,2685.43,655.28,1680.26,95.28,user120285@yahoo.com%59080%8506%,14.31,101.09,346.58,473.88,81.37,14.35,145.86,LTMZNDC2OT,"9807 View St, Denver, TX 67540, USA",wg35qe8hyl@example.com,960-592-2075,646-743-4877,20266
A0560,Account560,False,alt_user560@example.com,7/20/1954,Golden,False,ILM,"Missing: Phone, Job Title, Salutation",58.2,False,ILM,False,True,True,user560@example.com,False,False,True,True,1/25/2020,1196.41,4/14/2013,1/28/2025,Unspecified,,Group_560,"1479 Pine St, Austin, FL 19266, USA",311-420-3018,"1479 Pine St, Austin, FL 19266, USA",311-420-3018,9/15/2014,650.26,1090.62,7/30/2022,0.0,11/25/2022,9/15/2023,1762.06,10/15/2020,,270-300-4096,Name_560,,FirstName_560,LastName_560,,,No Email Requested,,9,9,10,10,0,8,10,7,4,Household Account,Individual,512-129-5701,Personal,Personal,Work,True,837-225-1365,False,29,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,609.75,12.56,575.44,409.96,2100.87,3973.12,804.52,1633.45,5.78,user175788@yahoo.com%10632%4633%,121.14,182.01,391.36,822.27,119.81,102.38,154.72,NDE5MTE4NJ,"8711 Lake St, , AZ 47973, USA",avqsbylpkf@example.com,147-172-1451,942-207-3036,55606
A0009,Account9,False,alt_user9@example.com,6/25/1990,,True,COR,All Contact Details Captured,19.3,True,ILP,False,False,True,user9@example.com,True,False,True,True,11/12/2011,1804.32,2/19/2012,6/14/2020,Female,45.0,,"6550 View St, Phoenix, IL 10433, USA",357-736-6811,"6550 View St, Phoenix, IL 10433, USA",357-736-6811,8/1/2019,1622.04,1556.84,7/8/2023,1613.44,2/25/2023,10/6/2023,238.83,7/10/2022,9/28/2017,725-961-2776,Name_9,,FirstName_9,LastName_9,,,,,9,8,6,6,7,1,2,10,5,Household Account,Individual,175-401-8399,Personal,Home,,True,825-524-1146,False,33,,,,,,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,1658.59,220.95,657.44,2655.61,247.46,2005.24,1250.15,785.31,89.07,user633075@yahoo.com%60370%7915%,169.33,152.85,343.53,209.95,17.07,31.42,266.92,MJI2NTE4NJ,"7429 Hill St, Orlando, AZ 51127, USA",tyfvupg9gn@example.com,340-202-2926,547-579-2931,18313
A0025,Account25,True,alt_user25@example.com,4/23/2005,Golden,True,,,5.7,True,ILM,True,True,True,user25@example.com,True,False,True,False,6/2/2019,1763.06,10/19/2016,8/22/2023,Female,12.95,Group_25,"9733 Maple St, Seattle, CO 87729, USA",458-819-8599,"9733 Maple St, Seattle, CO 87729, USA",458-819-8599,12/30/2018,1329.48,1809.75,6/23/2017,1408.74,5/9/2024,1/16/2021,954.18,7/16/2023,,332-896-8428,Name_25,,FirstName_25,LastName_25,,,,Address Unknown,7,2,0,3,0,4,5,0,1,Household Account,Individual,596-668-6498,Personal,Work,Work,False,291-732-9210,False,40,,,,,,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,2204.69,209.07,273.9,2945.55,1566.84,2425.41,106.83,206.16,37.81,user502632@yahoo.com%35607%2068%,29.78,33.81,88.16,367.07,50.92,43.69,266.02,NDYWMZAYOD,"5099 Cedar St, Chicago, IL 10813, USA",ash3wmishm@example.com,868-751-8317,544-682-2638,92171
A0041,Account41,True,alt_user41@example.com,8/6/2006,Golden,False,COR,All Contact Details Captured,3.9,False,PAH,True,True,True,user41@example.com,True,True,False,False,2/21/2019,68.22,4/28/2013,1/4/2022,Male,7.39,Group_41,"5586 Hill St, Austin, MA 51368, USA",568-928-9824,"5586 Hill St, Austin, MA 51368, USA",568-928-9824,6/5/2021,134.44,1662.89,4/25/2021,1103.68,5/26/2021,6/13/2022,668.84,,9/2/2017,447-642-5894,Name_41,,FirstName_41,LastName_41,,,,Address Unknown,4,3,3,7,3,0,7,4,9,Household Account,Individual,702-348-6036,Personal,Home,,True,628-212-3403,False,36,,,,,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,3577.07,770.77,1966.01,1058.09,1225.23,3502.27,377.36,1060.24,57.18,user515808@yahoo.com%54058%2729%,185.74,89.75,47.08,914.86,136.16,142.08,70.36,MZE4MDQ1NZ,"7299 Cedar St, Chicago, FL 66594, USA",pzhibvhbkg@example.com,584-514-7131,504-942-9875,19263
A0057,Account57,True,alt_user57@example.com,5/24/1950,Golden,False,,"Missing: Job Title, Salutation",12.4,False,COR,True,True,False,user57@example.com,True,False,True,False,2/23/2018,94.88,1/2/2020,8/6/2022,Male,34.95,Group_57,"663 Main St, , MA 74360, USA",129-456-4754,"663 Main St, , MA 74360, USA",129-456-4754,6/28/2019,0.0,707.16,8/26/2022,1914.6,10/27/2020,5/29/2022,0.0,6/5/2018,7/24/2022,992-843-4658,Name_57,,FirstName_57,LastName_57,,,,,0,1,5,10,5,6,7,8,7,Household Account,Individual,560-360-8571,Personal,Personal,Home,False,763-159-7540,False,6,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4640.19,679.61,1463.23,1292.45,1036.12,3983.62,665.48,635.76,45.27,user772240@yahoo.com%93909%3222%,145.14,77.42,96.06,528.6,78.74,149.83,125.43,OTAZNTY3OD,"7108 Maple St, Phoenix, AZ 54116, USA",q1o3swgig6@example.com,960-744-1333,779-763-3881,21738
A0073,Account73,True,alt_user73@example.com,11/19/1952,Golden,True,,"Missing: Job Title, Salutation",19.2,True,PAH,True,False,True,user73@example.com,True,True,True,True,2/2/2024,1256.15,5/22/2022,5/1/2020,Male,10.06,Group_73,"659 Maple St, Chicago, WA 33950, USA",398-574-6523,"659 Maple St, Chicago, WA 33950, USA",398-574-6523,7/10/2020,632.58,0.0,9/28/2020,1817.72,2/19/2022,6/18/2020,0.0,,6/12/2022,722-705-4740,Name_73,,FirstName_73,LastName_73,,,,,4,2,0,9,3,6,0,6,9,Household Account,Individual,227-121-3350,Personal,Work,,False,257-425-7695,False,50,,,,,,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,4959.96,661.37,1414.82,1728.08,1818.88,316.33,719.62,863.38,35.42,user311584@yahoo.com%54080%1344%,103.71,165.66,121.14,382.13,130.01,127.47,107.31,MZC1NJM4OT,"6685 Oak St, Denver, TX 73047, USA",jojrvlyyld@example.com,783-935-8938,896-131-2007,67113
A0089,Account89,True,alt_user89@example.com,3/16/1975,Golden,True,ILM,,51.4,True,PAH,False,True,True,user89@example.com,True,True,False,True,5/28/2012,237.12,10/23/2017,1/6/2021,Male,,Group_89,"9871 Oak St, Phoenix, MA 86629, USA",123-365-8274,"9871 Oak St, Phoenix, MA 86629, USA",123-365-8274,12/11/2012,948.47,1179.25,1/25/2020,1138.45,4/19/2024,5/31/2017,663.97,,5/3/2017,787-549-2840,Name_89,,FirstName_89,LastName_89,,,,Address Unknown,0,3,8,8,8,9,5,6,5,Household Account,Individual,571-624-2417,Personal,Home,,True,238-283-7666,True,44,,,,,,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4760.37,469.77,1382.02,1872.03,404.07,184.78,311.93,1888.13,17.28,user906086@yahoo.com%79542%7669%,34.93,85.41,333.83,650.15,64.31,97.07,70.1,LTMWOTKYOD,"5924 Lake St, Chicago, TX 48168, USA",5obozuryic@example.com,146-801-2784,231-634-1142,88024
A0105,Account105,True,alt_user105@example.com,1/20/1988,Golden,True,ILM,"Missing: Job Title, Salutation",5.7,False,INI,False,True,False,user105@example.com,True,True,True,False,10/19/2017,622.76,9/26/2011,12/20/2022,Female,41.51,Group_105,"9590 Maple St, Seattle, TX 87786, USA",798-925-9679,"9590 Maple St, Seattle, TX 87786, USA",798-925-9679,9/14/2015,1919.25,0.0,10/12/2018,1292.57,1/5/2022,10/5/2021,0.0,1/8/2023,1/29/2019,661-430-6194,Name_105,,FirstName_105,LastName_105,,,,,9,7,5,3,10,7,10,1,9,Household Account,Individual,614-690-3328,Personal,Personal,,True,764-160-9824,True,48,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,241.87,691.16,1866.12,1637.6,2472.88,2646.29,423.44,1812.19,15.94,user424456@yahoo.com%47653%7675%,21.29,24.77,81.95,760.96,110.45,39.17,88.34,NZQZNTC2NT,"7606 Maple St, , CO 63311, USA",urgnprvkw5@example.com,343-523-4397,738-985-3589,76890
A0137,Account137,False,alt_user137@example.com,1/5/1994,Golden,True,,"Missing: Phone, Job Title, Salutation",24.6,True,TXD,False,True,False,user137@example.com,True,True,True,True,10/26/2014,865.3,2/5/2013,1/11/2025,Unspecified,,Group_137,"1869 Main St, Boston, WA 78576, USA",888-729-3768,"1869 Main St, Boston, WA 78576, USA",888-729-3768,3/15/2019,0.0,1899.2,8/7/2021,54.26,5/28/2022,5/10/2018,611.31,5/13/2018,4/24/2023,376-148-8922,Name_137,,FirstName_137,LastName_137,,,No Email Requested,,3,9,10,3,2,3,5,9,6,Household Account,Individual,628-499-7484,Personal,Home,,False,177-553-2343,False,42,,,,,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,407.53,98.81,537.66,907.62,1483.47,1876.19,614.07,294.36,59.19,user215639@yahoo.com%69975%4236%,11.83,26.1,6.71,425.32,121.92,6.82,220.54,NZIWNDA2MZ,"8908 Oak St, Phoenix, TX 63643, USA",mevk6tcacx@example.com,656-910-2087,536-433-8571,76603
A0169,Account169,True,alt_user169@example.com,11/24/1976,Golden,True,ILB,,38.3,True,COR,False,True,False,user169@example.com,True,True,False,True,11/13/2024,1413.81,2/18/2020,1/11/2024,Male,11.57,Group_169,"1987 Main St, Austin, MA 82527, USA",801-432-8593,"1987 Main St, Austin, MA 82527, USA",801-432-8593,7/13/2019,1348.25,203.2,7/21/2018,476.13,9/29/2021,3/17/2023,1471.54,,3/15/2021,483-664-5208,Name_169,,FirstName_169,LastName_169,,,,Address Unknown,6,7,8,7,6,1,10,1,3,Household Account,Individual,188-300-7282,Personal,Work,Work,True,517-349-3398,False,47,,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,3731.58,599.34,862.01,1436.94,1899.03,3507.13,621.02,1956.04,2.46,user885220@yahoo.com%63778%4770%,48.58,50.23,216.21,175.15,15.43,23.06,197.95,LTY2NZGWOD,"3413 View St, Phoenix, AZ 91949, USA",ugztng8jcj@example.com,579-145-8896,694-260-3103,49827
A0185,Account185,True,alt_user185@example.com,7/25/2004,,False,COR,"Missing: Job Title, Salutation",9.7,True,,True,False,True,user185@example.com,True,True,False,True,8/23/2012,1727.71,1/10/2017,10/28/2023,Male,24.54,,"7829 Lake St, Orlando, TX 68782, USA",100-848-6850,"7829 Lake St, Orlando, TX 68782, USA",100-848-6850,11/25/2015,1636.59,222.38,11/7/2023,170.52,11/21/2023,3/14/2017,1853.74,,12/21/2023,692-648-1712,Name_185,,FirstName_185,LastName_185,,,No Email Requested,,10,7,3,10,8,2,0,6,4,Household Account,Individual,870-450-7544,Personal,Home,Work,True,624-243-2408,False,40,,,,,,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,4072.1,669.08,249.56,1891.49,2446.5,3108.1,1044.14,1118.36,90.01,user324376@yahoo.com%88281%7092%,87.69,60.1,324.08,960.04,144.53,85.72,293.87,LTYWMZAYMZ,"8664 Maple St, Seattle, TX 87928, USA",qnaoocaal9@example.com,411-709-2573,570-890-2350,97451
A0201,Account201,True,alt_user201@example.com,9/12/1998,Golden,True,,"Missing: Job Title, Salutation",22.9,True,ILB,True,True,True,user201@example.com,True,True,True,True,1/20/2014,380.34,10/8/2019,8/11/2025,Unspecified,,Group_201,"6254 Maple St, Seattle, MA 46293, USA",383-211-6434,"6254 Maple St, Seattle, MA 46293, USA",383-211-6434,3/25/2013,862.17,934.98,10/21/2023,153.98,11/21/2020,5/3/2024,1627.39,4/18/2021,1/3/2020,207-618-5174,Name_201,,FirstName_201,LastName_201,,,,,4,2,3,10,7,8,0,3,1,Household Account,Individual,901-734-9432,Personal,Home,Home,True,355-925-5218,False,3,,,,,,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,2260.14,210.37,1679.41,1894.34,2679.52,2076.37,267.59,417.71,59.75,user980398@yahoo.com%67391%1872%,87.31,66.91,101.76,611.06,77.46,74.97,292.82,MJA3NJK0NJ,"9535 Oak St, , WA 87060, USA",kq1lfrgyui@example.com,512-203-8059,882-873-9811,61976
A0233,Account233,True,alt_user233@example.com,4/11/1997,Golden,True,ILB,"Missing: Job Title, Salutation",4.9,True,,False,True,True,user233@example.com,False,True,False,True,6/3/2013,324.46,7/22/2022,11/16/2021,Unspecified,,Group_233,"2232 Cedar St, Phoenix, TX 60967, USA",823-165-6980,"2232 Cedar St, Phoenix, TX 60967, USA",823-165-6980,11/15/2011,0.0,0.0,10/20/2019,454.24,4/18/2024,11/30/2017,1401.67,5/30/2020,,701-683-3954,Name_233,,FirstName_233,LastName_233,,,No Email Requested,,0,5,0,7,2,1,6,1,0,Household Account,Individual,538-145-9073,Personal,Personal,,True,488-998-7396,False,12,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2038.62,578.59,836.01,2627.35,771.82,949.77,1496.72,1334.12,82.17,user789569@yahoo.com%94787%4507%,79.11,2.53,101.97,281.27,39.16,79.48,48.0,LTYWNZI5NT,"9769 Maple St, Seattle, IL 37440, USA",pqhudeblez@example.com,948-405-8339,566-849-6226,19351
A0249,Account249,True,alt_user249@example.com,3/13/1978,Golden,True,COR,"Missing: Phone, Email, Job Title, Salutation",5.8,True,INI,False,True,True,user249@example.com,True,True,True,True,1/7/2022,1963.23,12/7/2024,6/23/2020,Female,5.93,Group_249,"2712 Main St, Seattle, FL 29943, USA",730-844-6541,"2712 Main St, Seattle, FL 29943, USA",730-844-6541,11/24/2012,74.44,189.03,4/8/2022,0.0,5/29/2024,7/16/2019,434.13,7/22/2019,11/8/2019,227-782-6226,Name_249,,FirstName_249,LastName_249,,,,Address Unknown,6,7,7,2,10,3,6,10,9,Household Account,Individual,377-530-1572,Personal,Work,Work,True,686-119-6824,False,10,,,,,,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,2472.12,78.36,1230.86,2497.03,1552.4,3567.23,446.09,157.14,60.04,user098494@yahoo.com%86869%9499%,152.75,46.21,32.39,407.62,133.27,68.12,249.27,LTI2ODMXMD,"9986 Lake St, Phoenix, AZ 31234, USA",wcgyr0jqrv@example.com,429-241-8164,283-530-8435,44418
A0265,Account265,True,alt_user265@example.com,12/17/1986,,True,ILM,All Contact Details Captured,22.4,True,ILB,True,False,False,user265@example.com,True,True,False,True,6/13/2016,1467.22,1/4/2013,9/16/2024,Female,22.52,Group_265,"7869 Cedar St, , MA 80812, USA",690-819-2933,"7869 Cedar St, , MA 80812, USA",690-819-2933,1/26/2020,39.85,1544.19,8/21/2017,1501.46,3/11/2024,8/11/2021,1956.59,10/26/2017,10/26/2022,523-478-2427,Name_265,,FirstName_265,LastName_265,,,,,7,0,6,10,9,4,6,3,6,Household Account,Individual,312-571-3310,Personal,Work,,True,777-972-3169,False,46,,,,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,378.12,97.89,1964.11,1228.15,1218.75,72.71,1065.91,1206.82,0.02,user948664@yahoo.com%49234%2139%,179.41,171.58,335.12,575.8,95.43,118.59,151.59,LTMXMDEWNZ,"6503 Hill St, Denver, WA 13071, USA",l9m2po0j0l@example.com,225-486-2472,986-363-4530,27902
